"pF","vol_water_perc","EC_kit","site","transect","kPa"
2.772,30.88,"K008","OWC","transition",59.16
2.792,30.62,"K008","OWC","transition",61.94
2.812,30.36,"K008","OWC","transition",64.86
2.832,30.1,"K008","OWC","transition",67.92
2.852,29.84,"K008","OWC","transition",71.12
2.872,29.59,"K008","OWC","transition",74.47
2.892,29.33,"K008","OWC","transition",77.98
2.912,29.08,"K008","OWC","transition",81.66
2.932,28.83,"K008","OWC","transition",85.51
2.952,28.59,"K008","OWC","transition",89.54
2.972,28.34,"K008","OWC","transition",93.76
2.992,28.1,"K008","OWC","transition",98.17
3.012,27.86,"K008","OWC","transition",102.8
3.032,27.62,"K008","OWC","transition",107.65
3.052,27.38,"K008","OWC","transition",112.72
3.072,27.15,"K008","OWC","transition",118.03
3.092,26.92,"K008","OWC","transition",123.59
3.112,26.68,"K008","OWC","transition",129.42
3.132,26.46,"K008","OWC","transition",135.52
3.152,26.23,"K008","OWC","transition",141.91
3.172,26,"K008","OWC","transition",148.59
3.192,25.78,"K008","OWC","transition",155.6
3.212,25.56,"K008","OWC","transition",162.93
3.232,25.34,"K008","OWC","transition",170.61
3.253,25.12,"K008","OWC","transition",179.06
3.273,24.91,"K008","OWC","transition",187.5
3.293,24.7,"K008","OWC","transition",196.34
3.313,24.48,"K008","OWC","transition",205.59
3.333,24.27,"K008","OWC","transition",215.28
3.353,24.07,"K008","OWC","transition",225.42
3.373,23.86,"K008","OWC","transition",236.05
3.393,23.66,"K008","OWC","transition",247.17
3.413,23.45,"K008","OWC","transition",258.82
3.433,23.25,"K008","OWC","transition",271.02
3.453,23.05,"K008","OWC","transition",283.79
3.473,22.86,"K008","OWC","transition",297.17
3.493,22.66,"K008","OWC","transition",311.17
3.513,22.47,"K008","OWC","transition",325.84
3.533,22.27,"K008","OWC","transition",341.19
3.553,22.08,"K008","OWC","transition",357.27
3.573,21.89,"K008","OWC","transition",374.11
3.593,21.7,"K008","OWC","transition",391.74
3.613,21.52,"K008","OWC","transition",410.2
3.633,21.33,"K008","OWC","transition",429.54
3.653,21.15,"K008","OWC","transition",449.78
3.673,20.97,"K008","OWC","transition",470.98
3.693,20.79,"K008","OWC","transition",493.17
3.713,20.61,"K008","OWC","transition",516.42
3.733,20.44,"K008","OWC","transition",540.75
3.754,20.26,"K008","OWC","transition",567.54
3.774,20.09,"K008","OWC","transition",594.29
3.794,19.91,"K008","OWC","transition",622.3
3.814,19.74,"K008","OWC","transition",651.63
3.834,19.57,"K008","OWC","transition",682.34
3.854,19.41,"K008","OWC","transition",714.5
3.874,19.24,"K008","OWC","transition",748.17
3.894,19.08,"K008","OWC","transition",783.43
3.914,18.91,"K008","OWC","transition",820.35
3.934,18.75,"K008","OWC","transition",859.01
3.954,18.59,"K008","OWC","transition",899.5
3.974,18.43,"K008","OWC","transition",941.89
3.994,18.27,"K008","OWC","transition",986.28
4.014,18.11,"K008","OWC","transition",1032.76
4.034,17.96,"K008","OWC","transition",1081.43
4.054,17.81,"K008","OWC","transition",1132.4
4.074,17.65,"K008","OWC","transition",1185.77
4.094,17.5,"K008","OWC","transition",1241.65
4.114,17.35,"K008","OWC","transition",1300.17
4.134,17.2,"K008","OWC","transition",1361.44
4.154,17.06,"K008","OWC","transition",1425.61
4.174,16.91,"K008","OWC","transition",1492.79
4.194,16.76,"K008","OWC","transition",1563.15
4.214,16.62,"K008","OWC","transition",1636.82
4.234,16.48,"K008","OWC","transition",1713.96
4.255,16.34,"K008","OWC","transition",1798.87
4.275,16.2,"K008","OWC","transition",1883.65
4.295,16.06,"K008","OWC","transition",1972.42
4.315,15.92,"K008","OWC","transition",2065.38
4.335,15.78,"K008","OWC","transition",2162.72
4.355,15.65,"K008","OWC","transition",2264.64
4.375,15.51,"K008","OWC","transition",2371.37
4.395,15.38,"K008","OWC","transition",2483.13
4.415,15.25,"K008","OWC","transition",2600.16
4.435,15.12,"K008","OWC","transition",2722.7
4.455,14.99,"K008","OWC","transition",2851.02
4.475,14.86,"K008","OWC","transition",2985.38
4.495,14.73,"K008","OWC","transition",3126.08
4.515,14.61,"K008","OWC","transition",3273.41
4.535,14.48,"K008","OWC","transition",3427.68
4.555,14.36,"K008","OWC","transition",3589.22
4.575,14.23,"K008","OWC","transition",3758.37
4.595,14.11,"K008","OWC","transition",3935.5
4.615,13.99,"K008","OWC","transition",4120.98
4.635,13.87,"K008","OWC","transition",4315.19
4.655,13.75,"K008","OWC","transition",4518.56
4.675,13.63,"K008","OWC","transition",4731.51
4.695,13.52,"K008","OWC","transition",4954.5
4.715,13.4,"K008","OWC","transition",5188
4.735,13.29,"K008","OWC","transition",5432.5
4.756,13.17,"K008","OWC","transition",5701.64
4.776,13.06,"K008","OWC","transition",5970.35
4.796,12.95,"K008","OWC","transition",6251.73
4.816,12.84,"K008","OWC","transition",6546.36
4.836,12.73,"K008","OWC","transition",6854.88
4.856,12.62,"K008","OWC","transition",7177.94
4.876,12.51,"K008","OWC","transition",7516.23
4.896,12.4,"K008","OWC","transition",7870.46
4.916,12.3,"K008","OWC","transition",8241.38
4.936,12.19,"K008","OWC","transition",8629.79
4.956,12.09,"K008","OWC","transition",9036.49
4.976,11.98,"K008","OWC","transition",9462.37
4.996,11.88,"K008","OWC","transition",9908.32
5.016,11.78,"K008","OWC","transition",10375.28
5.036,11.68,"K008","OWC","transition",10864.26
5.056,11.58,"K008","OWC","transition",11376.27
5.076,11.48,"K008","OWC","transition",11912.42
5.096,11.38,"K008","OWC","transition",12473.84
5.116,11.28,"K008","OWC","transition",13061.71
5.136,11.19,"K008","OWC","transition",13677.29
5.156,11.09,"K008","OWC","transition",14321.88
5.176,10.99,"K008","OWC","transition",14996.85
5.196,10.9,"K008","OWC","transition",15703.63
5.216,10.81,"K008","OWC","transition",16443.72
5.236,10.71,"K008","OWC","transition",17218.69
5.257,10.62,"K008","OWC","transition",18071.74
5.277,10.53,"K008","OWC","transition",18923.44
5.297,10.44,"K008","OWC","transition",19815.27
5.317,10.35,"K008","OWC","transition",20749.14
5.337,10.26,"K008","OWC","transition",21727.01
5.357,10.17,"K008","OWC","transition",22750.97
5.377,10.09,"K008","OWC","transition",23823.19
5.397,10,"K008","OWC","transition",24945.95
5.417,9.91,"K008","OWC","transition",26121.61
5.437,9.83,"K008","OWC","transition",27352.69
5.457,9.75,"K008","OWC","transition",28641.78
5.477,9.66,"K008","OWC","transition",29991.63
5.497,9.58,"K008","OWC","transition",31405.09
5.517,9.5,"K008","OWC","transition",32885.16
5.537,9.42,"K008","OWC","transition",34434.99
5.557,9.33,"K008","OWC","transition",36057.86
5.577,9.25,"K008","OWC","transition",37757.22
5.597,9.18,"K008","OWC","transition",39536.66
5.617,9.1,"K008","OWC","transition",41399.97
5.637,9.02,"K008","OWC","transition",43351.09
5.657,8.94,"K008","OWC","transition",45394.16
5.677,8.86,"K008","OWC","transition",47533.52
5.697,8.79,"K008","OWC","transition",49773.71
5.717,8.71,"K008","OWC","transition",52119.47
5.737,8.64,"K008","OWC","transition",54575.79
5.758,8.56,"K008","OWC","transition",57279.6
5.778,8.49,"K008","OWC","transition",59979.11
5.798,8.42,"K008","OWC","transition",62805.84
5.818,8.35,"K008","OWC","transition",65765.78
5.838,8.27,"K008","OWC","transition",68865.23
5.858,8.2,"K008","OWC","transition",72110.75
5.878,8.13,"K008","OWC","transition",75509.22
5.898,8.06,"K008","OWC","transition",79067.86
5.918,7.99,"K008","OWC","transition",82794.22
5.938,7.93,"K008","OWC","transition",86696.19
5.958,7.86,"K008","OWC","transition",90782.05
5.978,7.79,"K008","OWC","transition",95060.48
5.998,7.72,"K008","OWC","transition",99540.54
6.018,7.66,"K008","OWC","transition",104231.74
6.038,7.59,"K008","OWC","transition",109144.03
6.058,7.53,"K008","OWC","transition",114287.83
6.078,7.46,"K008","OWC","transition",119674.05
6.098,7.4,"K008","OWC","transition",125314.12
6.118,7.34,"K008","OWC","transition",131219.99
6.138,7.27,"K008","OWC","transition",137404.2
6.158,7.21,"K008","OWC","transition",143879.86
6.178,7.15,"K008","OWC","transition",150660.71
6.198,7.09,"K008","OWC","transition",157761.13
6.218,7.03,"K008","OWC","transition",165196.18
6.238,6.97,"K008","OWC","transition",172981.64
6.259,6.91,"K008","OWC","transition",181551.57
6.279,6.85,"K008","OWC","transition",190107.83
6.299,6.79,"K008","OWC","transition",199067.33
6.319,6.73,"K008","OWC","transition",208449.09
6.339,6.67,"K008","OWC","transition",218272.99
6.359,6.62,"K008","OWC","transition",228559.88
6.379,6.56,"K008","OWC","transition",239331.58
6.399,6.5,"K008","OWC","transition",250610.93
6.419,6.45,"K008","OWC","transition",262421.85
6.439,6.39,"K008","OWC","transition",274789.42
6.459,6.34,"K008","OWC","transition",287739.84
6.479,6.28,"K008","OWC","transition",301300.6
6.499,6.23,"K008","OWC","transition",315500.46
6.519,6.17,"K008","OWC","transition",330369.54
6.539,6.12,"K008","OWC","transition",345939.38
6.559,6.07,"K008","OWC","transition",362243
6.579,6.02,"K008","OWC","transition",379314.98
6.599,5.97,"K008","OWC","transition",397191.55
6.619,5.91,"K008","OWC","transition",415910.61
6.639,5.86,"K008","OWC","transition",435511.87
6.659,5.81,"K008","OWC","transition",456036.92
6.679,5.76,"K008","OWC","transition",477529.27
6.699,5.71,"K008","OWC","transition",500034.53
6.719,5.67,"K008","OWC","transition",523600.44
6.739,5.62,"K008","OWC","transition",548276.96
6.76,5.57,"K008","OWC","transition",575439.94
6.78,5.52,"K008","OWC","transition",602559.59
6.8,5.47,"K008","OWC","transition",630957.34
6.82,5.43,"K008","OWC","transition",660693.45
6.84,5.38,"K008","OWC","transition",691830.97
6.86,5.33,"K008","OWC","transition",724435.96
6.88,5.29,"K008","OWC","transition",758577.58
6.9,5.24,"K008","OWC","transition",794328.23
6.92,5.2,"K008","OWC","transition",831763.77
6.94,5.15,"K008","OWC","transition",870963.59
6.96,5.11,"K008","OWC","transition",912010.84
6.98,5.07,"K008","OWC","transition",954992.59
7,5.02,"K008","OWC","transition",1e+06
-3,44.09,"K008","OWC","upland",0
-2.98,44.09,"K008","OWC","upland",0
-2.96,44.09,"K008","OWC","upland",0
-2.94,44.09,"K008","OWC","upland",0
-2.92,44.09,"K008","OWC","upland",0
-2.9,44.09,"K008","OWC","upland",0
-2.88,44.09,"K008","OWC","upland",0
-2.86,44.09,"K008","OWC","upland",0
-2.84,44.09,"K008","OWC","upland",0
-2.82,44.09,"K008","OWC","upland",0
-2.8,44.09,"K008","OWC","upland",0
-2.78,44.09,"K008","OWC","upland",0
-2.76,44.09,"K008","OWC","upland",0
-2.739,44.09,"K008","OWC","upland",0
-2.719,44.09,"K008","OWC","upland",0
-2.699,44.09,"K008","OWC","upland",0
-2.679,44.09,"K008","OWC","upland",0
-2.659,44.09,"K008","OWC","upland",0
-2.639,44.09,"K008","OWC","upland",0
-2.619,44.09,"K008","OWC","upland",0
-2.599,44.09,"K008","OWC","upland",0
-2.579,44.09,"K008","OWC","upland",0
-2.559,44.09,"K008","OWC","upland",0
-2.539,44.09,"K008","OWC","upland",0
-2.519,44.09,"K008","OWC","upland",0
-2.499,44.09,"K008","OWC","upland",0
-2.479,44.09,"K008","OWC","upland",0
-2.459,44.09,"K008","OWC","upland",0
-2.439,44.09,"K008","OWC","upland",0
-2.419,44.09,"K008","OWC","upland",0
-2.399,44.09,"K008","OWC","upland",0
-2.379,44.09,"K008","OWC","upland",0
-2.359,44.09,"K008","OWC","upland",0
-2.339,44.09,"K008","OWC","upland",0
-2.319,44.09,"K008","OWC","upland",0
-2.299,44.09,"K008","OWC","upland",0
-2.279,44.09,"K008","OWC","upland",0
-2.259,44.09,"K008","OWC","upland",0
-2.238,44.09,"K008","OWC","upland",0
-2.218,44.09,"K008","OWC","upland",0
-2.198,44.09,"K008","OWC","upland",0
-2.178,44.09,"K008","OWC","upland",0
-2.158,44.09,"K008","OWC","upland",0
-2.138,44.09,"K008","OWC","upland",0
-2.118,44.09,"K008","OWC","upland",0
-2.098,44.09,"K008","OWC","upland",0
-2.078,44.09,"K008","OWC","upland",0
-2.058,44.09,"K008","OWC","upland",0
-2.038,44.09,"K008","OWC","upland",0
-2.018,44.09,"K008","OWC","upland",0
-1.998,44.09,"K008","OWC","upland",0
-1.978,44.09,"K008","OWC","upland",0
-1.958,44.09,"K008","OWC","upland",0
-1.938,44.09,"K008","OWC","upland",0
-1.918,44.09,"K008","OWC","upland",0
-1.898,44.09,"K008","OWC","upland",0
-1.878,44.09,"K008","OWC","upland",0
-1.858,44.09,"K008","OWC","upland",0
-1.838,44.09,"K008","OWC","upland",0
-1.818,44.09,"K008","OWC","upland",0
-1.798,44.09,"K008","OWC","upland",0
-1.778,44.09,"K008","OWC","upland",0
-1.758,44.09,"K008","OWC","upland",0
-1.737,44.09,"K008","OWC","upland",0
-1.717,44.09,"K008","OWC","upland",0
-1.697,44.09,"K008","OWC","upland",0
-1.677,44.09,"K008","OWC","upland",0
-1.657,44.09,"K008","OWC","upland",0
-1.637,44.09,"K008","OWC","upland",0
-1.617,44.09,"K008","OWC","upland",0
-1.597,44.09,"K008","OWC","upland",0
-1.577,44.09,"K008","OWC","upland",0
-1.557,44.09,"K008","OWC","upland",0
-1.537,44.09,"K008","OWC","upland",0
-1.517,44.09,"K008","OWC","upland",0
-1.497,44.09,"K008","OWC","upland",0
-1.477,44.09,"K008","OWC","upland",0
-1.457,44.09,"K008","OWC","upland",0
-1.437,44.09,"K008","OWC","upland",0
-1.417,44.09,"K008","OWC","upland",0
-1.397,44.09,"K008","OWC","upland",0
-1.377,44.09,"K008","OWC","upland",0
-1.357,44.09,"K008","OWC","upland",0
-1.337,44.09,"K008","OWC","upland",0
-1.317,44.08,"K008","OWC","upland",0
-1.297,44.08,"K008","OWC","upland",0.01
-1.277,44.08,"K008","OWC","upland",0.01
-1.257,44.08,"K008","OWC","upland",0.01
-1.236,44.08,"K008","OWC","upland",0.01
-1.216,44.08,"K008","OWC","upland",0.01
-1.196,44.08,"K008","OWC","upland",0.01
-1.176,44.08,"K008","OWC","upland",0.01
-1.156,44.08,"K008","OWC","upland",0.01
-1.136,44.08,"K008","OWC","upland",0.01
-1.116,44.08,"K008","OWC","upland",0.01
-1.096,44.08,"K008","OWC","upland",0.01
-1.076,44.08,"K008","OWC","upland",0.01
-1.056,44.08,"K008","OWC","upland",0.01
-1.036,44.08,"K008","OWC","upland",0.01
-1.016,44.08,"K008","OWC","upland",0.01
-0.996,44.08,"K008","OWC","upland",0.01
-0.976,44.08,"K008","OWC","upland",0.01
-0.956,44.07,"K008","OWC","upland",0.01
-0.936,44.07,"K008","OWC","upland",0.01
-0.916,44.07,"K008","OWC","upland",0.01
-0.896,44.07,"K008","OWC","upland",0.01
-0.876,44.07,"K008","OWC","upland",0.01
-0.856,44.07,"K008","OWC","upland",0.01
-0.836,44.07,"K008","OWC","upland",0.01
-0.816,44.07,"K008","OWC","upland",0.02
-0.796,44.06,"K008","OWC","upland",0.02
-0.776,44.06,"K008","OWC","upland",0.02
-0.756,44.06,"K008","OWC","upland",0.02
-0.735,44.06,"K008","OWC","upland",0.02
-0.715,44.06,"K008","OWC","upland",0.02
-0.695,44.06,"K008","OWC","upland",0.02
-0.675,44.05,"K008","OWC","upland",0.02
-0.655,44.05,"K008","OWC","upland",0.02
-0.635,44.05,"K008","OWC","upland",0.02
-0.615,44.05,"K008","OWC","upland",0.02
-0.595,44.04,"K008","OWC","upland",0.03
-0.575,44.04,"K008","OWC","upland",0.03
-0.555,44.04,"K008","OWC","upland",0.03
-0.535,44.03,"K008","OWC","upland",0.03
-0.515,44.03,"K008","OWC","upland",0.03
-0.495,44.03,"K008","OWC","upland",0.03
-0.475,44.02,"K008","OWC","upland",0.03
-0.455,44.02,"K008","OWC","upland",0.04
-0.435,44.01,"K008","OWC","upland",0.04
-0.415,44.01,"K008","OWC","upland",0.04
-0.395,44,"K008","OWC","upland",0.04
-0.375,44,"K008","OWC","upland",0.04
-0.355,43.99,"K008","OWC","upland",0.04
-0.335,43.98,"K008","OWC","upland",0.05
-0.315,43.98,"K008","OWC","upland",0.05
-0.295,43.97,"K008","OWC","upland",0.05
-0.275,43.96,"K008","OWC","upland",0.05
-0.255,43.95,"K008","OWC","upland",0.06
-0.234,43.94,"K008","OWC","upland",0.06
-0.214,43.94,"K008","OWC","upland",0.06
-0.194,43.93,"K008","OWC","upland",0.06
-0.174,43.91,"K008","OWC","upland",0.07
-0.154,43.9,"K008","OWC","upland",0.07
-0.134,43.89,"K008","OWC","upland",0.07
-0.114,43.88,"K008","OWC","upland",0.08
-0.094,43.86,"K008","OWC","upland",0.08
-0.074,43.85,"K008","OWC","upland",0.08
-0.054,43.84,"K008","OWC","upland",0.09
-0.034,43.82,"K008","OWC","upland",0.09
-0.014,43.8,"K008","OWC","upland",0.1
0.006,43.78,"K008","OWC","upland",0.1
0.026,43.76,"K008","OWC","upland",0.11
0.046,43.74,"K008","OWC","upland",0.11
0.066,43.72,"K008","OWC","upland",0.12
0.086,43.7,"K008","OWC","upland",0.12
0.106,43.67,"K008","OWC","upland",0.13
0.126,43.64,"K008","OWC","upland",0.13
0.146,43.62,"K008","OWC","upland",0.14
0.166,43.59,"K008","OWC","upland",0.15
0.186,43.55,"K008","OWC","upland",0.15
0.206,43.52,"K008","OWC","upland",0.16
0.226,43.48,"K008","OWC","upland",0.17
0.246,43.45,"K008","OWC","upland",0.18
0.267,43.41,"K008","OWC","upland",0.18
0.287,43.36,"K008","OWC","upland",0.19
0.307,43.32,"K008","OWC","upland",0.2
0.327,43.27,"K008","OWC","upland",0.21
0.347,43.22,"K008","OWC","upland",0.22
0.367,43.16,"K008","OWC","upland",0.23
0.387,43.11,"K008","OWC","upland",0.24
0.407,43.05,"K008","OWC","upland",0.26
0.427,42.98,"K008","OWC","upland",0.27
0.447,42.91,"K008","OWC","upland",0.28
0.467,42.84,"K008","OWC","upland",0.29
0.487,42.77,"K008","OWC","upland",0.31
0.507,42.69,"K008","OWC","upland",0.32
0.527,42.6,"K008","OWC","upland",0.34
0.547,42.51,"K008","OWC","upland",0.35
0.567,42.42,"K008","OWC","upland",0.37
0.587,42.32,"K008","OWC","upland",0.39
0.607,42.21,"K008","OWC","upland",0.4
0.627,42.1,"K008","OWC","upland",0.42
0.647,41.99,"K008","OWC","upland",0.44
0.667,41.87,"K008","OWC","upland",0.46
0.687,41.74,"K008","OWC","upland",0.49
0.707,41.61,"K008","OWC","upland",0.51
0.727,41.47,"K008","OWC","upland",0.53
0.747,41.32,"K008","OWC","upland",0.56
0.768,41.16,"K008","OWC","upland",0.59
0.788,41,"K008","OWC","upland",0.61
0.808,40.83,"K008","OWC","upland",0.64
0.828,40.66,"K008","OWC","upland",0.67
0.848,40.47,"K008","OWC","upland",0.7
0.868,40.28,"K008","OWC","upland",0.74
0.888,40.08,"K008","OWC","upland",0.77
0.908,39.88,"K008","OWC","upland",0.81
0.928,39.66,"K008","OWC","upland",0.85
0.948,39.44,"K008","OWC","upland",0.89
0.968,39.21,"K008","OWC","upland",0.93
0.988,38.97,"K008","OWC","upland",0.97
1.008,38.72,"K008","OWC","upland",1.02
1.028,38.46,"K008","OWC","upland",1.07
1.048,38.2,"K008","OWC","upland",1.12
1.068,37.93,"K008","OWC","upland",1.17
1.088,37.65,"K008","OWC","upland",1.22
1.108,37.36,"K008","OWC","upland",1.28
1.128,37.06,"K008","OWC","upland",1.34
1.148,36.76,"K008","OWC","upland",1.41
1.168,36.45,"K008","OWC","upland",1.47
1.188,36.13,"K008","OWC","upland",1.54
1.208,35.81,"K008","OWC","upland",1.61
1.228,35.48,"K008","OWC","upland",1.69
1.248,35.14,"K008","OWC","upland",1.77
1.269,34.8,"K008","OWC","upland",1.86
1.289,34.45,"K008","OWC","upland",1.95
1.309,34.09,"K008","OWC","upland",2.04
1.329,33.73,"K008","OWC","upland",2.13
1.349,33.37,"K008","OWC","upland",2.23
1.369,33,"K008","OWC","upland",2.34
1.389,32.63,"K008","OWC","upland",2.45
1.409,32.26,"K008","OWC","upland",2.56
1.429,31.88,"K008","OWC","upland",2.69
1.449,31.5,"K008","OWC","upland",2.81
1.469,31.12,"K008","OWC","upland",2.94
1.489,30.73,"K008","OWC","upland",3.08
1.509,30.35,"K008","OWC","upland",3.23
1.529,29.96,"K008","OWC","upland",3.38
1.549,29.57,"K008","OWC","upland",3.54
1.569,29.18,"K008","OWC","upland",3.71
1.589,28.8,"K008","OWC","upland",3.88
1.609,28.41,"K008","OWC","upland",4.06
1.629,28.02,"K008","OWC","upland",4.26
1.649,27.63,"K008","OWC","upland",4.46
1.669,27.25,"K008","OWC","upland",4.67
1.689,26.86,"K008","OWC","upland",4.89
1.709,26.48,"K008","OWC","upland",5.12
1.729,26.1,"K008","OWC","upland",5.36
1.749,25.72,"K008","OWC","upland",5.61
1.77,25.35,"K008","OWC","upland",5.89
1.79,24.97,"K008","OWC","upland",6.17
1.81,24.6,"K008","OWC","upland",6.46
1.83,24.24,"K008","OWC","upland",6.76
1.85,23.87,"K008","OWC","upland",7.08
1.87,23.51,"K008","OWC","upland",7.41
1.89,23.15,"K008","OWC","upland",7.76
1.91,22.8,"K008","OWC","upland",8.13
1.93,22.45,"K008","OWC","upland",8.51
1.95,22.1,"K008","OWC","upland",8.91
1.97,21.76,"K008","OWC","upland",9.33
1.99,21.42,"K008","OWC","upland",9.77
2.01,21.08,"K008","OWC","upland",10.23
2.03,20.75,"K008","OWC","upland",10.72
2.05,20.42,"K008","OWC","upland",11.22
2.07,20.1,"K008","OWC","upland",11.75
2.09,19.78,"K008","OWC","upland",12.3
2.11,19.47,"K008","OWC","upland",12.88
2.13,19.16,"K008","OWC","upland",13.49
2.15,18.85,"K008","OWC","upland",14.13
2.17,18.55,"K008","OWC","upland",14.79
2.19,18.25,"K008","OWC","upland",15.49
2.21,17.95,"K008","OWC","upland",16.22
2.23,17.66,"K008","OWC","upland",16.98
2.251,17.38,"K008","OWC","upland",17.82
2.271,17.1,"K008","OWC","upland",18.66
2.291,16.82,"K008","OWC","upland",19.54
2.311,16.54,"K008","OWC","upland",20.46
2.331,16.28,"K008","OWC","upland",21.43
2.351,16.01,"K008","OWC","upland",22.44
2.371,15.75,"K008","OWC","upland",23.5
2.391,15.49,"K008","OWC","upland",24.6
2.411,15.24,"K008","OWC","upland",25.76
2.431,14.99,"K008","OWC","upland",26.98
2.451,14.74,"K008","OWC","upland",28.25
2.471,14.5,"K008","OWC","upland",29.58
2.491,14.26,"K008","OWC","upland",30.97
2.511,14.03,"K008","OWC","upland",32.43
2.531,13.8,"K008","OWC","upland",33.96
2.551,13.57,"K008","OWC","upland",35.56
2.571,13.35,"K008","OWC","upland",37.24
2.591,13.13,"K008","OWC","upland",38.99
2.611,12.91,"K008","OWC","upland",40.83
2.631,12.7,"K008","OWC","upland",42.76
2.651,12.49,"K008","OWC","upland",44.77
2.671,12.28,"K008","OWC","upland",46.88
2.691,12.08,"K008","OWC","upland",49.09
2.711,11.88,"K008","OWC","upland",51.4
2.731,11.69,"K008","OWC","upland",53.83
2.752,11.49,"K008","OWC","upland",56.49
2.772,11.3,"K008","OWC","upland",59.16
2.792,11.12,"K008","OWC","upland",61.94
2.812,10.93,"K008","OWC","upland",64.86
2.832,10.75,"K008","OWC","upland",67.92
2.852,10.58,"K008","OWC","upland",71.12
2.872,10.4,"K008","OWC","upland",74.47
2.892,10.23,"K008","OWC","upland",77.98
2.912,10.06,"K008","OWC","upland",81.66
2.932,9.9,"K008","OWC","upland",85.51
2.952,9.73,"K008","OWC","upland",89.54
2.972,9.57,"K008","OWC","upland",93.76
2.992,9.42,"K008","OWC","upland",98.17
3.012,9.26,"K008","OWC","upland",102.8
3.032,9.11,"K008","OWC","upland",107.65
3.052,8.96,"K008","OWC","upland",112.72
3.072,8.81,"K008","OWC","upland",118.03
3.092,8.67,"K008","OWC","upland",123.59
3.112,8.52,"K008","OWC","upland",129.42
3.132,8.38,"K008","OWC","upland",135.52
3.152,8.25,"K008","OWC","upland",141.91
3.172,8.11,"K008","OWC","upland",148.59
3.192,7.98,"K008","OWC","upland",155.6
3.212,7.85,"K008","OWC","upland",162.93
3.232,7.72,"K008","OWC","upland",170.61
3.253,7.59,"K008","OWC","upland",179.06
3.273,7.47,"K008","OWC","upland",187.5
3.293,7.34,"K008","OWC","upland",196.34
3.313,7.22,"K008","OWC","upland",205.59
3.333,7.11,"K008","OWC","upland",215.28
3.353,6.99,"K008","OWC","upland",225.42
3.373,6.87,"K008","OWC","upland",236.05
3.393,6.76,"K008","OWC","upland",247.17
3.413,6.65,"K008","OWC","upland",258.82
3.433,6.54,"K008","OWC","upland",271.02
3.453,6.44,"K008","OWC","upland",283.79
3.473,6.33,"K008","OWC","upland",297.17
3.493,6.23,"K008","OWC","upland",311.17
3.513,6.13,"K008","OWC","upland",325.84
3.533,6.03,"K008","OWC","upland",341.19
3.553,5.93,"K008","OWC","upland",357.27
3.573,5.83,"K008","OWC","upland",374.11
3.593,5.74,"K008","OWC","upland",391.74
3.613,5.64,"K008","OWC","upland",410.2
3.633,5.55,"K008","OWC","upland",429.54
3.653,5.46,"K008","OWC","upland",449.78
3.673,5.37,"K008","OWC","upland",470.98
3.693,5.29,"K008","OWC","upland",493.17
3.713,5.2,"K008","OWC","upland",516.42
3.733,5.12,"K008","OWC","upland",540.75
3.754,5.03,"K008","OWC","upland",567.54
3.774,4.95,"K008","OWC","upland",594.29
3.794,4.87,"K008","OWC","upland",622.3
3.814,4.8,"K008","OWC","upland",651.63
3.834,4.72,"K008","OWC","upland",682.34
3.854,4.64,"K008","OWC","upland",714.5
3.874,4.57,"K008","OWC","upland",748.17
3.894,4.49,"K008","OWC","upland",783.43
3.914,4.42,"K008","OWC","upland",820.35
3.934,4.35,"K008","OWC","upland",859.01
3.954,4.28,"K008","OWC","upland",899.5
3.974,4.21,"K008","OWC","upland",941.89
3.994,4.15,"K008","OWC","upland",986.28
4.014,4.08,"K008","OWC","upland",1032.76
4.034,4.01,"K008","OWC","upland",1081.43
4.054,3.95,"K008","OWC","upland",1132.4
4.074,3.89,"K008","OWC","upland",1185.77
4.094,3.83,"K008","OWC","upland",1241.65
4.114,3.76,"K008","OWC","upland",1300.17
4.134,3.7,"K008","OWC","upland",1361.44
4.154,3.65,"K008","OWC","upland",1425.61
4.174,3.59,"K008","OWC","upland",1492.79
4.194,3.53,"K008","OWC","upland",1563.15
4.214,3.48,"K008","OWC","upland",1636.82
4.234,3.42,"K008","OWC","upland",1713.96
4.255,3.37,"K008","OWC","upland",1798.87
4.275,3.31,"K008","OWC","upland",1883.65
4.295,3.26,"K008","OWC","upland",1972.42
4.315,3.21,"K008","OWC","upland",2065.38
4.335,3.16,"K008","OWC","upland",2162.72
4.355,3.11,"K008","OWC","upland",2264.64
4.375,3.06,"K008","OWC","upland",2371.37
4.395,3.01,"K008","OWC","upland",2483.13
4.415,2.97,"K008","OWC","upland",2600.16
4.435,2.92,"K008","OWC","upland",2722.7
4.455,2.87,"K008","OWC","upland",2851.02
4.475,2.83,"K008","OWC","upland",2985.38
4.495,2.79,"K008","OWC","upland",3126.08
4.515,2.74,"K008","OWC","upland",3273.41
4.535,2.7,"K008","OWC","upland",3427.68
4.555,2.66,"K008","OWC","upland",3589.22
4.575,2.62,"K008","OWC","upland",3758.37
4.595,2.58,"K008","OWC","upland",3935.5
4.615,2.54,"K008","OWC","upland",4120.98
4.635,2.5,"K008","OWC","upland",4315.19
4.655,2.46,"K008","OWC","upland",4518.56
4.675,2.42,"K008","OWC","upland",4731.51
4.695,2.39,"K008","OWC","upland",4954.5
4.715,2.35,"K008","OWC","upland",5188
4.735,2.31,"K008","OWC","upland",5432.5
4.756,2.28,"K008","OWC","upland",5701.64
4.776,2.24,"K008","OWC","upland",5970.35
